,file,window,start_time_s,end_time_s,start_time_mn,end_time_mn,count_words,mean,std,min,max,count [0–1[,perc [0–1[,count [1–2[,perc [1–2[,count [2–3[,perc [2–3[,count [3–5],perc [3–5]
0,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,0,0.0,58.34,00:00,00:58,4,0.15,0.09,0.0,0.27,720,100.0,0,0.0,0,0.0,0,0.0
1,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,1,58.34,116.69,00:58,01:56,14,0.38,0.29,0.0,0.82,1220,100.0,0,0.0,0,0.0,0,0.0
2,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,2,116.69,175.03,01:56,02:55,28,0.52,0.28,0.0,0.9,1691,100.0,0,0.0,0,0.0,0,0.0
3,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,3,175.03,233.38,02:55,03:53,67,1.22,0.27,0.9,1.68,727,38.94,1140,61.06,0,0.0,0,0.0
4,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,4,233.38,291.72,03:53,04:51,45,0.79,0.13,0.65,1.11,1662,89.02,205,10.98,0,0.0,0,0.0
5,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,5,291.72,350.06,04:51,05:50,44,0.77,0.15,0.54,1.12,1672,89.56,195,10.44,0,0.0,0,0.0
6,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,6,350.06,408.41,05:50,06:48,58,1.03,0.12,0.83,1.24,718,38.46,1149,61.54,0,0.0,0,0.0
7,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,7,408.41,466.75,06:48,07:46,68,1.19,0.15,0.91,1.37,330,17.68,1537,82.32,0,0.0,0,0.0
8,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,8,466.75,525.09,07:46,08:45,49,0.87,0.33,0.27,1.34,1063,56.94,804,43.06,0,0.0,0,0.0
9,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,9,525.09,583.44,08:45,09:43,26,0.5,0.27,0.22,1.33,1777,95.18,90,4.82,0,0.0,0,0.0
10,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,10,583.44,641.78,09:43,10:41,65,1.05,0.44,0.36,1.83,760,40.71,1107,59.29,0,0.0,0,0.0
11,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,11,641.78,700.12,10:41,11:40,37,0.64,0.29,0.22,1.12,1604,85.91,263,14.09,0,0.0,0,0.0
12,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,12,700.12,758.47,11:40,12:38,29,0.5,0.63,0.0,2.18,1436,79.91,290,16.14,71,3.95,0,0.0
13,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,13,758.47,816.81,12:38,13:36,132,2.28,0.48,1.46,3.33,0,0.0,500,26.78,1189,63.69,178,9.53
14,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,14,816.81,875.16,13:36,14:35,133,2.38,0.56,1.8,3.38,0,0.0,790,42.31,705,37.76,372,19.93
15,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,15,875.16,933.5,14:35,15:33,185,3.19,0.29,2.84,3.74,0,0.0,0,0.0,835,44.72,1032,55.28
16,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,16,933.5,991.84,15:33,16:31,142,2.45,0.76,1.73,3.89,0,0.0,780,41.78,619,33.15,468,25.07
17,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,17,991.84,1050.19,16:31,17:30,143,2.49,0.33,2.0,3.13,0,0.0,60,3.21,1557,83.4,250,13.39
18,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,18,1050.19,1108.53,17:30,18:28,180,3.09,0.35,2.32,3.48,0,0.0,0,0.0,487,26.08,1380,73.92
19,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,19,1108.53,1166.88,18:28,19:26,156,2.69,0.2,2.39,3.0,0,0.0,0,0.0,1837,98.39,30,1.61
20,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,20,1166.88,1225.22,19:26,20:25,150,2.6,0.36,1.97,3.09,0,0.0,90,4.82,1457,78.04,320,17.14
21,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,21,1225.22,1283.56,20:25,21:23,180,3.16,0.59,2.4,4.11,0,0.0,0,0.0,947,50.72,920,49.28
22,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,22,1283.56,1341.91,21:23,22:21,191,3.34,0.44,2.72,4.07,0,0.0,0,0.0,567,30.37,1300,69.63
23,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,23,1341.91,1400.25,22:21,23:20,66,1.45,1.21,0.0,3.17,680,47.59,210,14.7,259,18.12,280,19.59
24,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,24,1400.25,1458.59,23:20,24:18,76,1.5,0.89,0.0,2.78,455,28.17,600,37.15,560,34.67,0,0.0
25,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,25,1458.59,1516.94,24:18,25:16,99,1.78,0.63,0.83,2.61,415,22.23,602,32.24,850,45.53,0,0.0
26,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,26,1516.94,1575.28,25:16,26:15,127,2.14,0.52,1.53,3.21,0,0.0,948,50.78,650,34.82,269,14.41
27,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,27,1575.28,1633.62,26:15,27:13,92,1.62,0.76,0.22,3.03,436,23.35,930,49.81,490,26.25,11,0.59
28,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,28,1633.62,1691.97,27:13,28:11,72,1.3,0.76,0.11,2.21,614,32.89,730,39.1,523,28.01,0,0.0
29,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,29,1691.97,1750.31,28:11,29:10,146,2.51,0.34,2.07,3.16,0,0.0,0,0.0,1697,90.89,170,9.11
30,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,30,1750.31,1808.66,29:10,30:08,152,2.55,0.41,1.9,3.17,0,0.0,270,14.46,1377,73.75,220,11.78
31,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,31,1808.66,1867.0,30:08,31:07,141,2.5,0.3,2.04,3.03,0,0.0,0,0.0,1737,93.04,130,6.96
32,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,32,1867.0,1925.34,31:07,32:05,127,2.3,0.56,1.31,2.98,0,0.0,590,31.6,1277,68.4,0,0.0
33,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,33,1925.34,1983.69,32:05,33:03,149,2.48,0.29,2.08,3.06,0,0.0,0,0.0,1707,91.43,160,8.57
34,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,34,1983.69,2042.03,33:03,34:02,44,0.79,0.53,0.13,2.18,1365,73.11,420,22.5,82,4.39,0,0.0
35,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,35,2042.03,2100.38,34:02,35:00,0,0.06,0.04,0.0,0.13,457,100.0,0,0.0,0,0.0,0,0.0
36,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,36,2100.38,2158.72,35:00,35:58,113,1.9,0.99,0.1,3.06,478,25.6,340,18.21,799,42.8,250,13.39
37,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,37,2158.72,2217.06,35:58,36:57,128,2.24,0.56,0.79,3.03,66,3.54,570,30.53,1141,61.11,90,4.82
38,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,38,2217.06,2275.41,36:57,37:55,67,1.2,0.6,0.53,2.2,974,52.17,650,34.82,243,13.02,0,0.0
39,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,39,2275.41,2333.75,37:55,38:53,142,2.52,0.42,1.97,3.27,0,0.0,110,5.89,1347,72.15,410,21.96
40,LMI_20220828_1_0.0_8755.0443125_mergedlength.json,40,2333.75,2392.09,38:53,39:52,156,2.67,0.14,2.28,2.9,0,0.0,0,0.0,1867,100.0,0,0.0
