,file,window,start_time_s,end_time_s,start_time_mn,end_time_mn,count_words,mean,std,min,max,count [0–1[,perc [0–1[,count [1–2[,perc [1–2[,count [2–3[,perc [2–3[,count [3–5],perc [3–5]
0,LMI_20230509_0_9452.16_final_mergedlength.json,0,0.0,63.0,00:00,01:03,4,0.46,0.28,0.01,0.93,332,100.0,0,0.0,0,0.0,0,0.0
1,LMI_20230509_0_9452.16_final_mergedlength.json,1,63.0,126.0,01:03,02:06,9,0.82,0.39,0.01,1.44,276,69.7,120,30.3,0,0.0,0,0.0
2,LMI_20230509_0_9452.16_final_mergedlength.json,2,126.0,189.0,02:06,03:09,37,0.9,0.72,0.01,2.53,948,66.57,280,19.66,196,13.76,0,0.0
3,LMI_20230509_0_9452.16_final_mergedlength.json,3,189.0,252.0,03:09,04:12,47,0.85,0.45,0.07,2.22,1428,70.83,548,27.18,40,1.98,0,0.0
4,LMI_20230509_0_9452.16_final_mergedlength.json,4,252.0,315.0,04:12,05:15,38,0.81,0.56,0.01,1.79,980,57.78,716,42.22,0,0.0,0,0.0
5,LMI_20230509_0_9452.16_final_mergedlength.json,5,315.0,378.0,05:15,06:18,54,1.0,0.52,0.01,2.08,1052,54.0,840,43.12,56,2.87,0,0.0
6,LMI_20230509_0_9452.16_final_mergedlength.json,6,378.0,441.0,06:18,07:21,35,0.91,0.54,0.01,2.14,836,59.71,512,36.57,52,3.71,0,0.0
7,LMI_20230509_0_9452.16_final_mergedlength.json,7,441.0,504.0,07:21,08:24,20,0.84,0.72,0.01,2.61,660,75.34,100,11.42,116,13.24,0,0.0
8,LMI_20230509_0_9452.16_final_mergedlength.json,8,504.0,567.0,08:24,09:27,19,0.97,0.77,0.01,2.17,376,54.65,220,31.98,92,13.37,0,0.0
9,LMI_20230509_0_9452.16_final_mergedlength.json,9,567.0,630.0,09:27,10:30,12,0.46,0.43,0.01,1.47,736,81.42,168,18.58,0,0.0,0,0.0
10,LMI_20230509_0_9452.16_final_mergedlength.json,10,630.0,693.0,10:30,11:33,25,0.83,0.67,0.01,2.36,692,65.53,268,25.38,96,9.09,0,0.0
11,LMI_20230509_0_9452.16_final_mergedlength.json,11,693.0,756.0,11:33,12:36,77,1.41,0.76,0.01,3.11,604,31.2,900,46.49,404,20.87,28,1.45
12,LMI_20230509_0_9452.16_final_mergedlength.json,12,756.0,819.0,12:36,13:39,114,1.95,0.86,0.24,3.4,404,20.04,516,25.6,860,42.66,236,11.71
13,LMI_20230509_0_9452.16_final_mergedlength.json,13,819.0,882.0,13:39,14:42,109,2.25,1.07,0.01,3.81,308,18.38,320,19.09,536,31.98,512,30.55
14,LMI_20230509_0_9452.16_final_mergedlength.json,14,882.0,945.0,14:42,15:45,142,2.48,0.95,0.01,3.94,120,6.09,592,30.02,600,30.43,660,33.47
15,LMI_20230509_0_9452.16_final_mergedlength.json,15,945.0,1008.0,15:45,16:48,110,1.91,0.68,0.08,3.76,116,5.75,920,45.63,868,43.06,112,5.56
16,LMI_20230509_0_9452.16_final_mergedlength.json,16,1008.0,1071.0,16:48,17:51,123,2.1,0.89,0.36,3.76,312,15.48,572,28.37,792,39.29,340,16.87
17,LMI_20230509_0_9452.16_final_mergedlength.json,17,1071.0,1134.0,17:51,18:54,120,2.11,0.87,0.01,3.72,184,9.31,772,39.07,556,28.14,464,23.48
18,LMI_20230509_0_9452.16_final_mergedlength.json,18,1134.0,1197.0,18:54,19:57,108,1.86,0.5,1.12,3.33,0,0.0,1416,70.24,552,27.38,48,2.38
19,LMI_20230509_0_9452.16_final_mergedlength.json,19,1197.0,1260.0,19:57,21:00,88,1.53,0.89,0.01,3.07,632,31.79,712,35.81,620,31.19,24,1.21
20,LMI_20230509_0_9452.16_final_mergedlength.json,20,1260.0,1323.0,21:00,22:03,114,1.97,0.82,0.37,4.22,216,10.71,868,43.06,704,34.92,228,11.31
21,LMI_20230509_0_9452.16_final_mergedlength.json,21,1323.0,1386.0,22:03,23:06,69,1.31,0.73,0.01,2.62,676,37.06,748,41.01,400,21.93,0,0.0
22,LMI_20230509_0_9452.16_final_mergedlength.json,22,1386.0,1449.0,23:06,24:09,37,0.69,0.49,0.01,2.15,1512,80.43,320,17.02,48,2.55,0,0.0
23,LMI_20230509_0_9452.16_final_mergedlength.json,23,1449.0,1512.0,24:09,25:12,7,1.3,0.75,0.01,2.17,76,35.19,100,46.3,40,18.52,0,0.0
24,LMI_20230509_0_9452.16_final_mergedlength.json,24,1512.0,1575.0,25:12,26:15,69,1.24,0.95,0.01,3.49,1172,61.43,272,14.26,320,16.77,144,7.55
25,LMI_20230509_0_9452.16_final_mergedlength.json,25,1575.0,1638.0,26:15,27:18,41,0.77,0.78,0.01,3.49,1392,74.36,356,19.02,32,1.71,92,4.91
26,LMI_20230509_0_9452.16_final_mergedlength.json,26,1638.0,1701.0,27:18,28:21,59,1.15,0.79,0.01,3.0,944,53.27,484,27.31,344,19.41,0,0.0
27,LMI_20230509_0_9452.16_final_mergedlength.json,27,1701.0,1764.0,28:21,29:24,40,1.12,1.1,0.01,4.28,740,61.67,276,23.0,60,5.0,124,10.33
28,LMI_20230509_0_9452.16_final_mergedlength.json,28,1764.0,1827.0,29:24,30:27,104,1.82,0.68,0.19,3.15,236,11.71,916,45.44,820,40.67,44,2.18
29,LMI_20230509_0_9452.16_final_mergedlength.json,29,1827.0,1890.0,30:27,31:30,165,2.81,0.81,1.08,4.69,0,0.0,368,18.25,860,42.66,788,39.09
30,LMI_20230509_0_9452.16_final_mergedlength.json,30,1890.0,1953.0,31:30,32:33,123,2.2,0.71,0.01,3.47,140,7.28,496,25.78,1008,52.39,280,14.55
31,LMI_20230509_0_9452.16_final_mergedlength.json,31,1953.0,2016.0,32:33,33:36,112,1.93,0.75,0.39,3.12,208,10.32,856,42.46,820,40.67,132,6.55
32,LMI_20230509_0_9452.16_final_mergedlength.json,32,2016.0,2079.0,33:36,34:39,169,2.86,0.69,1.33,4.86,0,0.0,192,9.52,1060,52.58,764,37.9
33,LMI_20230509_0_9452.16_final_mergedlength.json,33,2079.0,2142.0,34:39,35:42,131,2.25,0.76,0.1,4.18,76,3.77,692,34.33,960,47.62,288,14.29
34,LMI_20230509_0_9452.16_final_mergedlength.json,34,2142.0,2205.0,35:42,36:45,20,0.94,0.89,0.01,2.93,464,62.37,168,22.58,112,15.05,0,0.0
35,LMI_20230509_0_9452.16_final_mergedlength.json,35,2205.0,2268.0,36:45,37:48,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
36,LMI_20230509_0_9452.16_final_mergedlength.json,36,2268.0,2331.0,37:48,38:51,73,1.91,0.84,0.01,3.71,232,17.47,484,36.45,480,36.14,132,9.94
37,LMI_20230509_0_9452.16_final_mergedlength.json,37,2331.0,2394.0,38:51,39:54,135,2.35,1.0,0.01,4.0,244,12.37,436,22.11,728,36.92,564,28.6
38,LMI_20230509_0_9452.16_final_mergedlength.json,38,2394.0,2457.0,39:54,40:57,72,1.29,0.87,0.01,3.06,840,42.94,652,33.33,436,22.29,28,1.43
39,LMI_20230509_0_9452.16_final_mergedlength.json,39,2457.0,2520.0,40:57,42:00,77,1.37,0.69,0.15,2.58,704,34.92,860,42.66,452,22.42,0,0.0
40,LMI_20230509_0_9452.16_final_mergedlength.json,40,2520.0,2583.0,42:00,43:03,100,1.73,0.71,0.36,3.32,284,14.09,1088,53.97,556,27.58,88,4.37
41,LMI_20230509_0_9452.16_final_mergedlength.json,41,2583.0,2646.0,43:03,44:06,106,1.84,0.84,0.33,3.38,424,21.03,664,32.94,772,38.29,156,7.74
42,LMI_20230509_0_9452.16_final_mergedlength.json,42,2646.0,2709.0,44:06,45:09,52,1.57,0.84,0.01,2.76,332,30.18,304,27.64,464,42.18,0,0.0
43,LMI_20230509_0_9452.16_final_mergedlength.json,43,2709.0,2772.0,45:09,46:12,69,1.45,0.81,0.01,2.88,500,29.14,736,42.89,480,27.97,0,0.0
44,LMI_20230509_0_9452.16_final_mergedlength.json,44,2772.0,2835.0,46:12,47:15,64,1.24,0.72,0.01,2.93,728,40.53,752,41.87,316,17.59,0,0.0
45,LMI_20230509_0_9452.16_final_mergedlength.json,45,2835.0,2898.0,47:15,48:18,97,1.78,0.66,0.01,2.88,308,15.98,860,44.61,760,39.42,0,0.0
46,LMI_20230509_0_9452.16_final_mergedlength.json,46,2898.0,2961.0,48:18,49:21,48,0.96,0.58,0.01,2.06,988,54.77,780,43.24,36,2.0,0,0.0
47,LMI_20230509_0_9452.16_final_mergedlength.json,47,2961.0,3024.0,49:21,50:24,87,1.55,0.56,0.56,2.92,356,17.66,1248,61.9,412,20.44,0,0.0
48,LMI_20230509_0_9452.16_final_mergedlength.json,48,3024.0,3087.0,50:24,51:27,94,1.69,0.91,0.01,3.31,508,26.13,688,35.39,584,30.04,164,8.44
49,LMI_20230509_0_9452.16_final_mergedlength.json,49,3087.0,3150.0,51:27,52:30,126,2.18,0.59,0.11,3.4,52,2.58,672,33.33,1092,54.17,200,9.92
50,LMI_20230509_0_9452.16_final_mergedlength.json,50,3150.0,3213.0,52:30,53:33,134,2.34,0.76,0.01,3.6,92,4.61,476,23.85,1032,51.7,396,19.84
51,LMI_20230509_0_9452.16_final_mergedlength.json,51,3213.0,3276.0,53:33,54:36,147,2.56,0.5,1.4,3.76,0,0.0,240,11.9,1424,70.63,352,17.46
52,LMI_20230509_0_9452.16_final_mergedlength.json,52,3276.0,3339.0,54:36,55:39,127,2.2,0.48,0.67,3.15,56,2.78,572,28.37,1272,63.1,116,5.75
53,LMI_20230509_0_9452.16_final_mergedlength.json,53,3339.0,3402.0,55:39,56:42,107,1.83,1.01,0.15,4.31,480,23.81,768,38.1,468,23.21,300,14.88
54,LMI_20230509_0_9452.16_final_mergedlength.json,54,3402.0,3465.0,56:42,57:45,91,1.62,0.86,0.01,3.28,560,28.69,684,35.04,560,28.69,148,7.58
