,file,window,start_time_s,end_time_s,start_time_mn,end_time_mn,count_words,mean,std,min,max,count [0–1[,perc [0–1[,count [1–2[,perc [1–2[,count [2–3[,perc [2–3[,count [3–5],perc [3–5]
0,LMI_20230502_0_9443.910015000003_final_mergedlength.json,0,0.0,62.94,00:00,01:02,5,0.57,0.41,0.01,1.21,244,76.25,76,23.75,0,0.0,0,0.0
1,LMI_20230502_0_9443.910015000003_final_mergedlength.json,1,62.94,125.88,01:02,02:05,12,0.99,0.61,0.01,1.71,196,44.95,240,55.05,0,0.0,0,0.0
2,LMI_20230502_0_9443.910015000003_final_mergedlength.json,2,125.88,188.81,02:05,03:08,25,0.6,0.49,0.01,2.19,1156,81.07,232,16.27,38,2.66,0,0.0
3,LMI_20230502_0_9443.910015000003_final_mergedlength.json,3,188.81,251.75,03:08,04:11,46,0.82,0.68,0.01,3.04,1444,72.27,416,20.82,118,5.91,20,1.0
4,LMI_20230502_0_9443.910015000003_final_mergedlength.json,4,251.75,314.69,04:11,05:14,42,1.1,0.47,0.01,2.39,700,49.72,624,44.32,84,5.97,0,0.0
5,LMI_20230502_0_9443.910015000003_final_mergedlength.json,5,314.69,377.62,05:14,06:17,39,0.94,0.6,0.01,2.44,908,59.42,536,35.08,84,5.5,0,0.0
6,LMI_20230502_0_9443.910015000003_final_mergedlength.json,6,377.62,440.56,06:17,07:20,43,0.99,0.47,0.01,1.99,912,58.09,658,41.91,0,0.0,0,0.0
7,LMI_20230502_0_9443.910015000003_final_mergedlength.json,7,440.56,503.5,07:20,08:23,41,0.89,0.61,0.01,2.01,820,50.18,806,49.33,8,0.49,0,0.0
8,LMI_20230502_0_9443.910015000003_final_mergedlength.json,8,503.5,566.44,08:23,09:26,5,0.41,0.23,0.01,1.11,538,98.53,8,1.47,0,0.0,0,0.0
9,LMI_20230502_0_9443.910015000003_final_mergedlength.json,9,566.44,629.38,09:26,10:29,29,0.67,0.6,0.01,2.37,1166,80.19,184,12.65,104,7.15,0,0.0
10,LMI_20230502_0_9443.910015000003_final_mergedlength.json,10,629.38,692.31,10:29,11:32,20,0.61,0.48,0.01,1.99,1028,82.37,220,17.63,0,0.0,0,0.0
11,LMI_20230502_0_9443.910015000003_final_mergedlength.json,11,692.31,755.25,11:32,12:35,48,1.26,1.2,0.01,4.56,828,62.92,160,12.16,200,15.2,128,9.73
12,LMI_20230502_0_9443.910015000003_final_mergedlength.json,12,755.25,818.19,12:35,13:38,117,1.99,1.06,0.18,4.13,462,22.94,624,30.98,464,23.04,464,23.04
13,LMI_20230502_0_9443.910015000003_final_mergedlength.json,13,818.19,881.12,13:38,14:41,99,1.72,0.86,0.01,3.57,414,20.6,1036,51.54,320,15.92,240,11.94
14,LMI_20230502_0_9443.910015000003_final_mergedlength.json,14,881.12,944.06,14:41,15:44,172,2.95,0.63,0.28,4.01,30,1.49,28,1.39,952,47.27,1004,49.85
15,LMI_20230502_0_9443.910015000003_final_mergedlength.json,15,944.06,1007.0,15:44,16:47,121,2.09,0.85,0.01,3.68,270,13.46,552,27.52,896,44.67,288,14.36
16,LMI_20230502_0_9443.910015000003_final_mergedlength.json,16,1007.0,1069.94,16:47,17:49,124,2.11,0.87,0.43,3.89,296,14.7,640,31.78,730,36.25,348,17.28
17,LMI_20230502_0_9443.910015000003_final_mergedlength.json,17,1069.94,1132.88,17:49,18:52,133,2.36,0.83,0.01,4.24,164,8.29,364,18.4,1078,54.5,372,18.81
18,LMI_20230502_0_9443.910015000003_final_mergedlength.json,18,1132.88,1195.81,18:52,19:55,152,2.55,0.85,1.33,4.82,0,0.0,640,31.78,800,39.72,574,28.5
19,LMI_20230502_0_9443.910015000003_final_mergedlength.json,19,1195.81,1258.75,19:55,20:58,106,1.85,1.02,0.03,3.49,664,32.97,336,16.68,584,29.0,430,21.35
20,LMI_20230502_0_9443.910015000003_final_mergedlength.json,20,1258.75,1321.69,20:58,22:01,125,2.14,0.86,0.14,3.64,200,9.93,676,33.57,758,37.64,380,18.87
21,LMI_20230502_0_9443.910015000003_final_mergedlength.json,21,1321.69,1384.62,22:01,23:04,72,1.34,1.07,0.01,3.78,908,47.84,480,25.29,326,17.18,184,9.69
22,LMI_20230502_0_9443.910015000003_final_mergedlength.json,22,1384.62,1447.56,23:04,24:07,66,1.41,0.65,0.01,2.89,544,34.0,744,46.5,312,19.5,0,0.0
23,LMI_20230502_0_9443.910015000003_final_mergedlength.json,23,1447.56,1510.5,24:07,25:10,56,2.22,1.21,0.01,3.58,232,26.85,44,5.09,272,31.48,316,36.57
24,LMI_20230502_0_9443.910015000003_final_mergedlength.json,24,1510.5,1573.44,25:10,26:13,57,0.99,0.44,0.19,2.22,1014,50.35,988,49.06,12,0.6,0,0.0
25,LMI_20230502_0_9443.910015000003_final_mergedlength.json,25,1573.44,1636.38,26:13,27:16,64,1.13,0.97,0.01,3.17,1166,59.31,384,19.53,312,15.87,104,5.29
26,LMI_20230502_0_9443.910015000003_final_mergedlength.json,26,1636.38,1699.31,27:16,28:19,67,1.23,0.9,0.01,4.44,876,47.25,644,34.74,256,13.81,78,4.21
27,LMI_20230502_0_9443.910015000003_final_mergedlength.json,27,1699.31,1762.25,28:19,29:22,43,1.17,0.89,0.01,4.39,604,47.86,456,36.13,148,11.73,54,4.28
28,LMI_20230502_0_9443.910015000003_final_mergedlength.json,28,1762.25,1825.19,29:22,30:25,93,1.66,0.94,0.01,3.88,508,25.84,776,39.47,442,22.48,240,12.21
29,LMI_20230502_0_9443.910015000003_final_mergedlength.json,29,1825.19,1888.12,30:25,31:28,152,2.59,0.75,1.35,4.0,0,0.0,516,25.62,802,39.82,696,34.56
30,LMI_20230502_0_9443.910015000003_final_mergedlength.json,30,1888.12,1951.06,31:28,32:31,135,2.45,1.0,0.01,4.07,214,11.25,408,21.45,740,38.91,540,28.39
31,LMI_20230502_0_9443.910015000003_final_mergedlength.json,31,1951.06,2014.0,32:31,33:34,111,1.9,0.73,0.03,3.21,254,12.61,676,33.57,996,49.45,88,4.37
32,LMI_20230502_0_9443.910015000003_final_mergedlength.json,32,2014.0,2076.94,33:34,34:36,140,2.42,0.84,0.67,4.29,136,6.75,488,24.23,952,47.27,438,21.75
33,LMI_20230502_0_9443.910015000003_final_mergedlength.json,33,2076.94,2139.88,34:36,35:39,141,2.39,0.96,0.36,4.29,192,9.53,508,25.22,636,31.58,678,33.66
34,LMI_20230502_0_9443.910015000003_final_mergedlength.json,34,2139.88,2202.81,35:39,36:42,24,0.89,0.72,0.01,2.71,604,61.38,280,28.46,100,10.16,0,0.0
35,LMI_20230502_0_9443.910015000003_final_mergedlength.json,35,2202.81,2265.75,36:42,37:45,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
36,LMI_20230502_0_9443.910015000003_final_mergedlength.json,36,2265.75,2328.69,37:45,38:48,66,1.97,0.99,0.01,3.72,248,21.34,344,29.6,358,30.81,212,18.24
37,LMI_20230502_0_9443.910015000003_final_mergedlength.json,37,2328.69,2391.62,38:48,39:51,133,2.3,1.12,0.15,4.76,400,19.86,296,14.7,770,38.23,548,27.21
38,LMI_20230502_0_9443.910015000003_final_mergedlength.json,38,2391.62,2454.56,39:51,40:54,44,0.78,0.6,0.01,2.71,1424,73.33,374,19.26,144,7.42,0,0.0
39,LMI_20230502_0_9443.910015000003_final_mergedlength.json,39,2454.56,2517.5,40:54,41:57,87,1.56,0.79,0.01,2.92,544,27.06,722,35.92,744,37.01,0,0.0
40,LMI_20230502_0_9443.910015000003_final_mergedlength.json,40,2517.5,2580.44,41:57,43:00,122,2.1,0.72,0.72,3.63,92,4.57,928,46.08,760,37.74,234,11.62
41,LMI_20230502_0_9443.910015000003_final_mergedlength.json,41,2580.44,2643.38,43:00,44:03,136,2.32,0.87,0.49,4.08,184,9.14,544,27.01,676,33.57,610,30.29
42,LMI_20230502_0_9443.910015000003_final_mergedlength.json,42,2643.38,2706.31,44:03,45:06,36,1.23,0.69,0.01,2.29,354,34.64,500,48.92,168,16.44,0,0.0
43,LMI_20230502_0_9443.910015000003_final_mergedlength.json,43,2706.31,2769.25,45:06,46:09,84,1.59,0.81,0.01,3.29,410,22.16,936,50.59,412,22.27,92,4.97
44,LMI_20230502_0_9443.910015000003_final_mergedlength.json,44,2769.25,2832.19,46:09,47:12,76,1.34,0.82,0.01,3.18,872,44.0,638,32.19,424,21.39,48,2.42
45,LMI_20230502_0_9443.910015000003_final_mergedlength.json,45,2832.19,2895.12,47:12,48:15,64,1.24,0.55,0.01,2.24,660,35.45,1022,54.89,180,9.67,0,0.0
46,LMI_20230502_0_9443.910015000003_final_mergedlength.json,46,2895.12,2958.06,48:15,49:18,58,1.02,0.61,0.04,2.14,1048,52.04,830,41.21,136,6.75,0,0.0
47,LMI_20230502_0_9443.910015000003_final_mergedlength.json,47,2958.06,3021.0,49:18,50:21,69,1.19,0.59,0.19,2.43,904,44.89,842,41.81,268,13.31,0,0.0
48,LMI_20230502_0_9443.910015000003_final_mergedlength.json,48,3021.0,3083.94,50:21,51:23,129,2.25,0.85,0.01,3.92,196,9.95,340,17.26,1120,56.85,314,15.94
49,LMI_20230502_0_9443.910015000003_final_mergedlength.json,49,3083.94,3146.88,51:23,52:26,134,2.33,0.76,0.76,4.0,56,2.78,724,35.95,808,40.12,426,21.15
50,LMI_20230502_0_9443.910015000003_final_mergedlength.json,50,3146.88,3209.81,52:26,53:29,133,2.34,0.41,1.67,3.28,0,0.0,572,28.4,1252,62.16,190,9.43
51,LMI_20230502_0_9443.910015000003_final_mergedlength.json,51,3209.81,3272.75,53:29,54:32,129,2.22,0.53,0.76,3.5,48,2.38,632,31.38,1176,58.39,158,7.85
52,LMI_20230502_0_9443.910015000003_final_mergedlength.json,52,3272.75,3335.69,54:32,55:35,115,1.97,0.87,0.33,4.07,312,15.49,702,34.86,740,36.74,260,12.91
53,LMI_20230502_0_9443.910015000003_final_mergedlength.json,53,3335.69,3398.62,55:35,56:38,117,2.03,0.88,0.38,4.08,260,12.91,790,39.23,664,32.97,300,14.9
54,LMI_20230502_0_9443.910015000003_final_mergedlength.json,54,3398.62,3461.56,56:38,57:41,64,1.37,0.91,0.01,3.51,616,36.89,606,36.29,360,21.56,88,5.27
55,LMI_20230502_0_9443.910015000003_final_mergedlength.json,55,3461.56,3524.5,57:41,58:44,80,1.39,0.63,0.01,2.63,500,24.98,1070,53.45,432,21.58,0,0.0
56,LMI_20230502_0_9443.910015000003_final_mergedlength.json,56,3524.5,3587.44,58:44,59:47,60,1.08,0.75,0.01,3.17,1014,52.21,668,34.4,224,11.53,36,1.85
57,LMI_20230502_0_9443.910015000003_final_mergedlength.json,57,3587.44,3650.38,59:47,60:50,60,1.19,0.82,0.01,3.25,746,42.53,816,46.52,148,8.44,44,2.51
58,LMI_20230502_0_9443.910015000003_final_mergedlength.json,58,3650.38,3713.31,60:50,61:53,84,1.47,0.89,0.03,4.11,694,34.46,880,43.69,300,14.9,140,6.95
59,LMI_20230502_0_9443.910015000003_final_mergedlength.json,59,3713.31,3776.25,61:53,62:56,36,0.77,0.48,0.01,1.97,1278,71.08,520,28.92,0,0.0,0,0.0
60,LMI_20230502_0_9443.910015000003_final_mergedlength.json,60,3776.25,3839.19,62:56,63:59,34,0.64,0.58,0.01,2.61,1414,76.93,336,18.28,88,4.79,0,0.0
61,LMI_20230502_0_9443.910015000003_final_mergedlength.json,61,3839.19,3902.12,63:59,65:02,28,0.59,0.42,0.01,1.54,1310,80.57,316,19.43,0,0.0,0,0.0
62,LMI_20230502_0_9443.910015000003_final_mergedlength.json,62,3902.12,3965.06,65:02,66:05,4,0.23,0.15,0.01,0.65,584,100.0,0,0.0,0,0.0,0,0.0
63,LMI_20230502_0_9443.910015000003_final_mergedlength.json,63,3965.06,4028.0,66:05,67:08,21,0.6,0.63,0.01,2.42,1056,83.28,116,9.15,96,7.57,0,0.0
64,LMI_20230502_0_9443.910015000003_final_mergedlength.json,64,4028.0,4090.94,67:08,68:10,44,1.23,0.74,0.01,2.71,424,34.3,688,55.66,124,10.03,0,0.0
65,LMI_20230502_0_9443.910015000003_final_mergedlength.json,65,4090.94,4153.88,68:10,69:13,36,0.83,0.66,0.01,2.58,976,65.95,360,24.32,144,9.73,0,0.0
66,LMI_20230502_0_9443.910015000003_final_mergedlength.json,66,4153.88,4216.81,69:13,70:16,144,2.47,0.91,0.68,4.44,136,6.75,524,26.02,746,37.04,608,30.19
67,LMI_20230502_0_9443.910015000003_final_mergedlength.json,67,4216.81,4279.75,70:16,71:19,120,2.13,0.87,0.01,3.86,244,12.54,476,24.46,926,47.58,300,15.42
68,LMI_20230502_0_9443.910015000003_final_mergedlength.json,68,4279.75,4342.69,71:19,72:22,186,3.1,1.29,0.17,5.63,176,8.74,244,12.12,276,13.7,1242,61.67
69,LMI_20230502_0_9443.910015000003_final_mergedlength.json,69,4342.69,4405.62,72:22,73:25,135,2.35,1.02,0.75,4.79,144,7.15,732,36.35,560,27.81,578,28.7
70,LMI_20230502_0_9443.910015000003_final_mergedlength.json,70,4405.62,4468.56,73:25,74:28,58,1.7,0.93,0.01,3.68,240,20.41,544,46.26,228,19.39,164,13.95
