,file,window,start_time_s,end_time_s,start_time_mn,end_time_mn,count_words,mean,std,min,max,count [0–1[,perc [0–1[,count [1–2[,perc [1–2[,count [2–3[,perc [2–3[,count [3–5],perc [3–5]
0,LMI_20230513_0_9451.019984999999_final_mergedlength.json,0,0.0,63.0,00:00,01:03,2,0.04,0.01,0.03,0.08,2016,100.0,0,0.0,0,0.0,0,0.0
1,LMI_20230513_0_9451.019984999999_final_mergedlength.json,1,63.0,126.0,01:03,02:06,10,0.13,0.02,0.08,0.16,2016,100.0,0,0.0,0,0.0,0,0.0
2,LMI_20230513_0_9451.019984999999_final_mergedlength.json,2,126.0,189.0,02:06,03:09,0,0.14,0.09,0.07,0.38,2016,100.0,0,0.0,0,0.0,0,0.0
3,LMI_20230513_0_9451.019984999999_final_mergedlength.json,3,189.0,252.0,03:09,04:12,46,0.6,0.1,0.38,0.69,2016,100.0,0,0.0,0,0.0,0,0.0
4,LMI_20230513_0_9451.019984999999_final_mergedlength.json,4,252.0,315.0,04:12,05:15,43,0.73,0.02,0.68,0.76,2016,100.0,0,0.0,0,0.0,0,0.0
5,LMI_20230513_0_9451.019984999999_final_mergedlength.json,5,315.0,378.0,05:15,06:18,31,0.5,0.12,0.36,0.74,2016,100.0,0,0.0,0,0.0,0,0.0
6,LMI_20230513_0_9451.019984999999_final_mergedlength.json,6,378.0,441.0,06:18,07:21,33,0.52,0.08,0.37,0.61,2016,100.0,0,0.0,0,0.0,0,0.0
7,LMI_20230513_0_9451.019984999999_final_mergedlength.json,7,441.0,504.0,07:21,08:24,43,0.6,0.01,0.58,0.62,2016,100.0,0,0.0,0,0.0,0,0.0
8,LMI_20230513_0_9451.019984999999_final_mergedlength.json,8,504.0,567.0,08:24,09:27,32,0.51,0.05,0.42,0.59,2016,100.0,0,0.0,0,0.0,0,0.0
9,LMI_20230513_0_9451.019984999999_final_mergedlength.json,9,567.0,630.0,09:27,10:30,17,0.4,0.03,0.37,0.48,2016,100.0,0,0.0,0,0.0,0,0.0
10,LMI_20230513_0_9451.019984999999_final_mergedlength.json,10,630.0,693.0,10:30,11:33,39,0.48,0.02,0.44,0.51,2016,100.0,0,0.0,0,0.0,0,0.0
11,LMI_20230513_0_9451.019984999999_final_mergedlength.json,11,693.0,756.0,11:33,12:36,23,0.41,0.02,0.36,0.44,2016,100.0,0,0.0,0,0.0,0,0.0
12,LMI_20230513_0_9451.019984999999_final_mergedlength.json,12,756.0,819.0,12:36,13:39,18,0.46,0.12,0.34,0.73,2016,100.0,0,0.0,0,0.0,0,0.0
13,LMI_20230513_0_9451.019984999999_final_mergedlength.json,13,819.0,882.0,13:39,14:42,70,1.13,0.24,0.73,1.58,732,36.31,1284,63.69,0,0.0,0,0.0
14,LMI_20230513_0_9451.019984999999_final_mergedlength.json,14,882.0,945.0,14:42,15:45,120,1.77,0.07,1.58,1.87,0,0.0,2016,100.0,0,0.0,0,0.0
15,LMI_20230513_0_9451.019984999999_final_mergedlength.json,15,945.0,1008.0,15:45,16:48,133,2.12,0.12,1.88,2.22,0,0.0,480,23.81,1536,76.19,0,0.0
16,LMI_20230513_0_9451.019984999999_final_mergedlength.json,16,1008.0,1071.0,16:48,17:51,125,1.99,0.12,1.82,2.2,0,0.0,1152,57.14,864,42.86,0,0.0
17,LMI_20230513_0_9451.019984999999_final_mergedlength.json,17,1071.0,1134.0,17:51,18:54,111,1.73,0.06,1.65,1.82,0,0.0,2016,100.0,0,0.0,0,0.0
18,LMI_20230513_0_9451.019984999999_final_mergedlength.json,18,1134.0,1197.0,18:54,19:57,116,1.78,0.07,1.66,1.87,0,0.0,2016,100.0,0,0.0,0,0.0
19,LMI_20230513_0_9451.019984999999_final_mergedlength.json,19,1197.0,1260.0,19:57,21:00,108,1.76,0.03,1.72,1.84,0,0.0,2016,100.0,0,0.0,0,0.0
20,LMI_20230513_0_9451.019984999999_final_mergedlength.json,20,1260.0,1323.0,21:00,22:03,124,1.78,0.05,1.68,1.84,0,0.0,2016,100.0,0,0.0,0,0.0
21,LMI_20230513_0_9451.019984999999_final_mergedlength.json,21,1323.0,1386.0,22:03,23:06,106,1.76,0.08,1.65,1.87,0,0.0,2016,100.0,0,0.0,0,0.0
22,LMI_20230513_0_9451.019984999999_final_mergedlength.json,22,1386.0,1449.0,23:06,24:09,103,1.64,0.14,1.38,1.87,0,0.0,2016,100.0,0,0.0,0,0.0
23,LMI_20230513_0_9451.019984999999_final_mergedlength.json,23,1449.0,1512.0,24:09,25:12,71,1.2,0.13,0.95,1.38,204,10.12,1812,89.88,0,0.0,0,0.0
24,LMI_20230513_0_9451.019984999999_final_mergedlength.json,24,1512.0,1575.0,25:12,26:15,49,0.9,0.1,0.78,1.12,1656,82.14,360,17.86,0,0.0,0,0.0
25,LMI_20230513_0_9451.019984999999_final_mergedlength.json,25,1575.0,1638.0,26:15,27:18,76,1.11,0.09,0.98,1.21,396,19.64,1620,80.36,0,0.0,0,0.0
26,LMI_20230513_0_9451.019984999999_final_mergedlength.json,26,1638.0,1701.0,27:18,28:21,85,1.31,0.23,0.99,1.65,84,4.17,1932,95.83,0,0.0,0,0.0
27,LMI_20230513_0_9451.019984999999_final_mergedlength.json,27,1701.0,1764.0,28:21,29:24,99,1.4,0.26,0.91,1.69,188,9.33,1828,90.67,0,0.0,0,0.0
28,LMI_20230513_0_9451.019984999999_final_mergedlength.json,28,1764.0,1827.0,29:24,30:27,49,1.09,0.29,0.81,1.73,1052,52.18,964,47.82,0,0.0,0,0.0
29,LMI_20230513_0_9451.019984999999_final_mergedlength.json,29,1827.0,1890.0,30:27,31:30,145,2.17,0.17,1.73,2.33,0,0.0,416,20.63,1600,79.37,0,0.0
30,LMI_20230513_0_9451.019984999999_final_mergedlength.json,30,1890.0,1953.0,31:30,32:33,152,2.27,0.06,2.15,2.35,0,0.0,0,0.0,2016,100.0,0,0.0
31,LMI_20230513_0_9451.019984999999_final_mergedlength.json,31,1953.0,2016.0,32:33,33:36,122,2.04,0.03,2.01,2.15,0,0.0,0,0.0,2016,100.0,0,0.0
32,LMI_20230513_0_9451.019984999999_final_mergedlength.json,32,2016.0,2079.0,33:36,34:39,131,2.24,0.11,2.05,2.4,0,0.0,0,0.0,2016,100.0,0,0.0
33,LMI_20230513_0_9451.019984999999_final_mergedlength.json,33,2079.0,2142.0,34:39,35:42,145,2.12,0.27,1.57,2.41,0,0.0,664,32.94,1352,67.06,0,0.0
34,LMI_20230513_0_9451.019984999999_final_mergedlength.json,34,2142.0,2205.0,35:42,36:45,48,0.82,0.41,0.2,1.57,1280,63.49,736,36.51,0,0.0,0,0.0
35,LMI_20230513_0_9451.019984999999_final_mergedlength.json,35,2205.0,2268.0,36:45,37:48,0,0.05,0.05,0.0,0.19,1636,100.0,0,0.0,0,0.0,0,0.0
36,LMI_20230513_0_9451.019984999999_final_mergedlength.json,36,2268.0,2331.0,37:48,38:51,17,0.52,0.44,0.02,1.45,1624,80.56,392,19.44,0,0.0,0,0.0
37,LMI_20230513_0_9451.019984999999_final_mergedlength.json,37,2331.0,2394.0,38:51,39:54,150,2.06,0.23,1.45,2.31,0,0.0,576,28.57,1440,71.43,0,0.0
38,LMI_20230513_0_9451.019984999999_final_mergedlength.json,38,2394.0,2457.0,39:54,40:57,86,1.55,0.18,1.38,1.98,0,0.0,2016,100.0,0,0.0,0,0.0
39,LMI_20230513_0_9451.019984999999_final_mergedlength.json,39,2457.0,2520.0,40:57,42:00,107,1.47,0.1,1.24,1.57,0,0.0,2016,100.0,0,0.0,0,0.0
40,LMI_20230513_0_9451.019984999999_final_mergedlength.json,40,2520.0,2583.0,42:00,43:03,74,1.4,0.21,1.19,1.86,0,0.0,2016,100.0,0,0.0,0,0.0
41,LMI_20230513_0_9451.019984999999_final_mergedlength.json,41,2583.0,2646.0,43:03,44:06,128,1.86,0.18,1.4,2.01,0,0.0,1596,79.17,420,20.83,0,0.0
42,LMI_20230513_0_9451.019984999999_final_mergedlength.json,42,2646.0,2709.0,44:06,45:09,39,0.91,0.21,0.7,1.4,1368,67.86,648,32.14,0,0.0,0,0.0
43,LMI_20230513_0_9451.019984999999_final_mergedlength.json,43,2709.0,2772.0,45:09,46:12,81,1.1,0.13,0.84,1.25,632,31.35,1384,68.65,0,0.0,0,0.0
44,LMI_20230513_0_9451.019984999999_final_mergedlength.json,44,2772.0,2835.0,46:12,47:15,70,1.19,0.05,1.13,1.31,0,0.0,2016,100.0,0,0.0,0,0.0
45,LMI_20230513_0_9451.019984999999_final_mergedlength.json,45,2835.0,2898.0,47:15,48:18,102,1.41,0.08,1.2,1.51,0,0.0,2016,100.0,0,0.0,0,0.0
46,LMI_20230513_0_9451.019984999999_final_mergedlength.json,46,2898.0,2961.0,48:18,49:21,54,1.04,0.07,0.96,1.2,700,34.72,1316,65.28,0,0.0,0,0.0
47,LMI_20230513_0_9451.019984999999_final_mergedlength.json,47,2961.0,3024.0,49:21,50:24,95,1.35,0.06,1.18,1.39,0,0.0,2016,100.0,0,0.0,0,0.0
48,LMI_20230513_0_9451.019984999999_final_mergedlength.json,48,3024.0,3087.0,50:24,51:27,84,1.46,0.12,1.33,1.71,0,0.0,2016,100.0,0,0.0,0,0.0
49,LMI_20230513_0_9451.019984999999_final_mergedlength.json,49,3087.0,3150.0,51:27,52:30,126,1.87,0.05,1.71,1.91,0,0.0,2016,100.0,0,0.0,0,0.0
50,LMI_20230513_0_9451.019984999999_final_mergedlength.json,50,3150.0,3213.0,52:30,53:33,125,2.01,0.07,1.89,2.08,0,0.0,820,40.67,1196,59.33,0,0.0
51,LMI_20230513_0_9451.019984999999_final_mergedlength.json,51,3213.0,3276.0,53:33,54:36,127,2.07,0.03,2.03,2.14,0,0.0,0,0.0,2016,100.0,0,0.0
52,LMI_20230513_0_9451.019984999999_final_mergedlength.json,52,3276.0,3339.0,54:36,55:39,133,2.13,0.04,2.03,2.17,0,0.0,0,0.0,2016,100.0,0,0.0
53,LMI_20230513_0_9451.019984999999_final_mergedlength.json,53,3339.0,3402.0,55:39,56:42,107,1.73,0.16,1.54,2.03,0,0.0,1884,93.45,132,6.55,0,0.0
54,LMI_20230513_0_9451.019984999999_final_mergedlength.json,54,3402.0,3465.0,56:42,57:45,102,1.39,0.18,0.98,1.55,40,1.98,1976,98.02,0,0.0,0,0.0
55,LMI_20230513_0_9451.019984999999_final_mergedlength.json,55,3465.0,3528.0,57:45,58:48,44,0.88,0.08,0.79,1.07,1820,90.28,196,9.72,0,0.0,0,0.0
56,LMI_20230513_0_9451.019984999999_final_mergedlength.json,56,3528.0,3591.0,58:48,59:51,85,1.34,0.14,1.07,1.5,0,0.0,2016,100.0,0,0.0,0,0.0
57,LMI_20230513_0_9451.019984999999_final_mergedlength.json,57,3591.0,3654.0,59:51,60:54,68,1.29,0.09,1.18,1.51,0,0.0,2016,100.0,0,0.0,0,0.0
58,LMI_20230513_0_9451.019984999999_final_mergedlength.json,58,3654.0,3717.0,60:54,61:57,133,1.89,0.16,1.51,2.04,0,0.0,1336,66.27,680,33.73,0,0.0
59,LMI_20230513_0_9451.019984999999_final_mergedlength.json,59,3717.0,3780.0,61:57,63:00,106,1.63,0.24,1.18,1.95,0,0.0,2016,100.0,0,0.0,0,0.0
60,LMI_20230513_0_9451.019984999999_final_mergedlength.json,60,3780.0,3843.0,63:00,64:03,43,0.76,0.18,0.55,1.17,1736,86.11,280,13.89,0,0.0,0,0.0
61,LMI_20230513_0_9451.019984999999_final_mergedlength.json,61,3843.0,3906.0,64:03,65:06,26,0.41,0.11,0.2,0.55,2016,100.0,0,0.0,0,0.0,0,0.0
62,LMI_20230513_0_9451.019984999999_final_mergedlength.json,62,3906.0,3969.0,65:06,66:09,5,0.08,0.04,0.05,0.2,2016,100.0,0,0.0,0,0.0,0,0.0
63,LMI_20230513_0_9451.019984999999_final_mergedlength.json,63,3969.0,4032.0,66:09,67:12,3,0.06,0.0,0.06,0.07,2016,100.0,0,0.0,0,0.0,0,0.0
64,LMI_20230513_0_9451.019984999999_final_mergedlength.json,64,4032.0,4095.0,67:12,68:15,4,0.14,0.09,0.06,0.33,2016,100.0,0,0.0,0,0.0,0,0.0
65,LMI_20230513_0_9451.019984999999_final_mergedlength.json,65,4095.0,4158.0,68:15,69:18,32,0.4,0.06,0.3,0.48,2016,100.0,0,0.0,0,0.0,0,0.0
66,LMI_20230513_0_9451.019984999999_final_mergedlength.json,66,4158.0,4221.0,69:18,70:21,37,0.79,0.44,0.3,1.68,1364,67.66,652,32.34,0,0.0,0,0.0
67,LMI_20230513_0_9451.019984999999_final_mergedlength.json,67,4221.0,4284.0,70:21,71:24,153,2.14,0.16,1.68,2.26,0,0.0,388,19.25,1628,80.75,0,0.0
68,LMI_20230513_0_9451.019984999999_final_mergedlength.json,68,4284.0,4347.0,71:24,72:27,129,2.28,0.12,2.16,2.51,0,0.0,0,0.0,2016,100.0,0,0.0
69,LMI_20230513_0_9451.019984999999_final_mergedlength.json,69,4347.0,4410.0,72:27,73:30,182,2.63,0.07,2.46,2.74,0,0.0,0,0.0,2016,100.0,0,0.0
70,LMI_20230513_0_9451.019984999999_final_mergedlength.json,70,4410.0,4473.0,73:30,74:33,100,1.65,0.48,0.85,2.45,236,11.71,1220,60.52,560,27.78,0,0.0
71,LMI_20230513_0_9451.019984999999_final_mergedlength.json,71,4473.0,4536.0,74:33,75:36,20,0.42,0.2,0.15,0.85,2016,100.0,0,0.0,0,0.0,0,0.0
72,LMI_20230513_0_9451.019984999999_final_mergedlength.json,72,4536.0,4599.0,75:36,76:39,7,0.1,0.02,0.06,0.15,2016,100.0,0,0.0,0,0.0,0,0.0
73,LMI_20230513_0_9451.019984999999_final_mergedlength.json,73,4599.0,4662.0,76:39,77:42,0,0.06,0.04,0.01,0.14,2016,100.0,0,0.0,0,0.0,0,0.0
74,LMI_20230513_0_9451.019984999999_final_mergedlength.json,74,4662.0,4725.0,77:42,78:45,13,0.38,0.19,0.14,0.83,2016,100.0,0,0.0,0,0.0,0,0.0
75,LMI_20230513_0_9451.019984999999_final_mergedlength.json,75,4725.0,4788.0,78:45,79:48,104,1.38,0.24,0.85,1.61,200,9.92,1816,90.08,0,0.0,0,0.0
76,LMI_20230513_0_9451.019984999999_final_mergedlength.json,76,4788.0,4851.0,79:48,80:51,96,1.63,0.06,1.55,1.71,0,0.0,2016,100.0,0,0.0,0,0.0
77,LMI_20230513_0_9451.019984999999_final_mergedlength.json,77,4851.0,4914.0,80:51,81:54,96,1.54,0.12,1.4,1.7,0,0.0,2016,100.0,0,0.0,0,0.0
78,LMI_20230513_0_9451.019984999999_final_mergedlength.json,78,4914.0,4977.0,81:54,82:57,94,1.48,0.06,1.4,1.59,0,0.0,2016,100.0,0,0.0,0,0.0
79,LMI_20230513_0_9451.019984999999_final_mergedlength.json,79,4977.0,5040.0,82:57,84:00,110,1.64,0.03,1.57,1.68,0,0.0,2016,100.0,0,0.0,0,0.0
80,LMI_20230513_0_9451.019984999999_final_mergedlength.json,80,5040.0,5103.0,84:00,85:03,87,1.46,0.04,1.43,1.56,0,0.0,2016,100.0,0,0.0,0,0.0
81,LMI_20230513_0_9451.019984999999_final_mergedlength.json,81,5103.0,5166.0,85:03,86:06,96,1.32,0.11,1.08,1.45,0,0.0,2016,100.0,0,0.0,0,0.0
82,LMI_20230513_0_9451.019984999999_final_mergedlength.json,82,5166.0,5229.0,86:06,87:09,52,0.98,0.08,0.89,1.19,1240,61.51,776,38.49,0,0.0,0,0.0
83,LMI_20230513_0_9451.019984999999_final_mergedlength.json,83,5229.0,5292.0,87:09,88:12,92,1.33,0.11,1.1,1.46,0,0.0,2016,100.0,0,0.0,0,0.0
84,LMI_20230513_0_9451.019984999999_final_mergedlength.json,84,5292.0,5355.0,88:12,89:15,49,1.1,0.19,0.92,1.55,880,43.65,1136,56.35,0,0.0,0,0.0
85,LMI_20230513_0_9451.019984999999_final_mergedlength.json,85,5355.0,5418.0,89:15,90:18,115,1.67,0.08,1.54,1.76,0,0.0,2016,100.0,0,0.0,0,0.0
86,LMI_20230513_0_9451.019984999999_final_mergedlength.json,86,5418.0,5481.0,90:18,91:21,97,1.34,0.15,1.01,1.54,0,0.0,2016,100.0,0,0.0,0,0.0
87,LMI_20230513_0_9451.019984999999_final_mergedlength.json,87,5481.0,5544.0,91:21,92:24,44,0.99,0.08,0.89,1.17,1260,62.5,756,37.5,0,0.0,0,0.0
88,LMI_20230513_0_9451.019984999999_final_mergedlength.json,88,5544.0,5607.0,92:24,93:27,98,1.47,0.18,1.17,1.82,0,0.0,2016,100.0,0,0.0,0,0.0
89,LMI_20230513_0_9451.019984999999_final_mergedlength.json,89,5607.0,5670.0,93:27,94:30,137,2.15,0.17,1.82,2.43,0,0.0,436,21.63,1580,78.37,0,0.0
90,LMI_20230513_0_9451.019984999999_final_mergedlength.json,90,5670.0,5733.0,94:30,95:33,157,2.22,0.27,1.57,2.45,0,0.0,456,22.62,1560,77.38,0,0.0
91,LMI_20230513_0_9451.019984999999_final_mergedlength.json,91,5733.0,5796.0,95:33,96:36,46,1.09,0.17,0.92,1.57,780,38.69,1236,61.31,0,0.0,0,0.0
92,LMI_20230513_0_9451.019984999999_final_mergedlength.json,92,5796.0,5859.0,96:36,97:39,74,1.02,0.25,0.5,1.27,768,38.1,1248,61.9,0,0.0,0,0.0
